,id,progress,mode,fontsize,color,midHash,content,ctime,idStr,attr,date,time
83,1671750203268546304,168187,1,25,16777215,b19fbbde,我被辞退根本领不到失业保险,1726379354,1671750203268546304,1048576,2024-09-15,05:49:14
84,1671746206029596160,13565,1,25,16777215,c926c99,声音怎么回事？,1726378877,1671746206029596160,1048580,2024-09-15,05:41:17
85,1671743453954465792,47548,1,25,16777215,104034b1,我们是单边12%啊,1726378549,1671743453954465792,1048576,2024-09-15,05:35:49
86,1671740007418975232,36142,1,25,16777215,800d8120,公积金是12%,1726378138,1671740007418975232,1048576,2024-09-15,05:28:58
87,1671734154074711552,27794,1,25,16777215,c5185663,？,1726377440,1671734154074711552,1048576,2024-09-15,05:17:20
88,1671726370059383040,97361,1,25,16777215,c83fe87f,感觉还是以前那个声音好听。,1726376512,1671726370059383040,1048576,2024-09-15,05:01:52
89,1671723840071985408,129449,1,25,16777215,d15f0e37,还有企业年金,1726376211,1671723840071985408,1048576,2024-09-15,04:56:51
90,1671722139726301440,108637,1,25,16777215,1b2b016a,公积金很难取一般不给取,1726376008,1671722139726301440,1048576,2024-09-15,04:53:28
91,1671720330664246016,161639,1,25,16777215,5f33f6e4,放心，领不到的，因为公司会让你自己提出辞职,1726375792,1671720330664246016,1048576,2024-09-15,04:49:52
92,1671711936678761728,89023,1,25,16777215,89221bf4,什么动静,1726374792,1671711936678761728,1048592,2024-09-15,04:33:12
93,1671711833247633664,66159,1,25,16777215,354768fc,听得难受死了。没欲望听下去了,1726374779,1671711833247633664,1048576,2024-09-15,04:32:59
94,1671708945988788736,88645,1,25,16777215,f40d7b60,混知的配音辞职了？,1726374435,1671708945988788736,1048576,2024-09-15,04:27:15
95,1671704585851029504,162783,1,25,16777215,3aa14704,并不是，前提是公司倒闭这种，你自己辞职或者被辞退根本领不到失业保险,1726373916,1671704585851029504,1048576,2024-09-15,04:18:36
96,1671703731748080896,14,5,25,16777215,c398beec,砖掷不明白,1726373814,1671703731748080896,1048576,2024-09-15,04:16:54
97,1671700637005443840,49849,1,25,16777215,4c411380,这啥口音，听着好难受,1726373445,1671700637005443840,1048576,2024-09-15,04:10:45
98,1671700006735898112,44499,1,25,16777215,65a16c17,不喜欢听这个语音包.感觉听着喘不上气,1726373370,1671700006735898112,1048576,2024-09-15,04:09:30
99,1671699873315571968,220499,1,25,16777215,bd7f0779,没有,1726373354,1671699873315571968,1048576,2024-09-15,04:09:14
100,1671697573285461504,36083,1,25,16777215,ce31e8d4,声音,1726373080,1671697573285461504,1048576,2024-09-15,04:04:40
101,1671697496529186816,26770,1,25,16777215,ce31e8d4,水印怎么回事？！,1726373070,1671697496529186816,1048576,2024-09-15,04:04:30
102,1674111907588101632,222691,1,25,16777215,bfd96f7c,完全没有，首先，你要有正常公司的工作,1726660891,1674111907588101632,1048576,2024-09-18,12:01:31
103,1674110732830629632,39205,1,25,16777215,bfd96f7c,假设，我们都有公积金,1726660751,1674110732830629632,1048576,2024-09-18,11:59:11
104,1674077866935111168,28563,1,25,16777215,b9b39f46,逆天混知,1726656833,1674077866935111168,1048576,2024-09-18,10:53:53
105,1674068041542976512,165743,5,25,15138834,ea6d820a,我领到了交了四年，领了九个月。也有同事领满两年的,1726655661,1674068041542976512,1048576,2024-09-18,10:34:21
106,1673957330355762176,38640,1,25,16777215,1528bf2f,其实都是打工人的,1726642464,1673957330355762176,1048576,2024-09-18,06:54:24
107,1673893075338142976,107602,1,25,16777215,83487379,劝退音,1726634804,1673893075338142976,1048576,2024-09-18,04:46:44
108,1673872180909289984,137996,1,25,16777215,1e004878,这配音听着难受,1726632313,1673872180909289984,1048576,2024-09-18,04:05:13
109,1673382439017935360,17576,1,25,16777215,c5c0995c,AI,1726573931,1673382439017935360,1048576,2024-09-17,11:52:11
110,1673198785402185984,175490,1,25,16777215,42d4086,双方协商一致也可以，公司也不用赔钱，这样最好，也能领失业金,1726552038,1673198785402185984,1048576,2024-09-17,05:47:18
111,1673081510019844608,78323,1,25,16777215,1d24c745,听着配音，大喘气啊！！累死了,1726538058,1673081510019844608,1048576,2024-09-17,01:54:18
112,1672538991771576320,50219,1,25,16777215,102346b6,测试AI来的吧这是。。。,1726473384,1672538991771576320,1048576,2024-09-16,07:56:24
113,1672346824582909440,15997,1,25,16777215,f7e23028,这声音好像是用AI的，他说话的语气我感觉特别难受,1726450476,1672346824582909440,1048576,2024-09-16,01:34:36
114,1672079798581091584,38994,5,25,16777215,5a83b297,不是官号发的还以为是营销号,1726418644,1672079798581091584,1048576,2024-09-15,16:44:04
115,1671982637251856384,219395,1,25,16777215,831da58,笑死根本没有五险一金,1726407062,1671982637251856384,1048576,2024-09-15,13:31:02
116,1671980165574055168,118353,1,25,16777215,3b50f256,没有公积金，wow,1726406767,1671980165574055168,1048576,2024-09-15,13:26:07
117,1671963780348822016,180288,1,25,16777215,8f99e873,那我嘎了呢,1726404814,1671963780348822016,1048576,2024-09-15,12:53:34
118,1671936818548881152,103756,1,25,16777215,1acedc00,愤怒的科普～～～～～,1726401600,1671936818548881152,1048576,2024-09-15,12:00:00
119,1671923213535816704,100699,1,25,16777215,fc783bec,劝退音,1726399978,1671923213535816704,1048576,2024-09-15,11:32:58
120,1671900506287005696,220048,1,25,16777215,8c9a5952,更没安全感了 ,1726397271,1671900506287005696,1048576,2024-09-15,10:47:51
121,1671895203771900160,44276,1,25,16777215,26eca978,正常点声音呗,1726396639,1671895203771900160,1048576,2024-09-15,10:37:19
122,1671782071447679232,27139,5,25,16777215,6e1696f3,好激昂的AI配音,1726383153,1671782071447679232,1048576,2024-09-15,06:52:33
123,1671781998450521600,45577,1,25,16777215,3b8d4f1d,好热血啊！！,1726383144,1671781998450521600,1048576,2024-09-15,06:52:24
124,1671781839729191168,21979,1,25,16777215,6e1696f3,好激昂的AI配音,1726383125,1671781839729191168,1048576,2024-09-15,06:52:05
125,1671756039483265792,22755,1,25,16777215,fccbd196,被你这个配音劝退了,1726380049,1671756039483265792,1048576,2024-09-15,06:00:49
126,1671750402976273920,176581,1,25,16777215,b19fbbde,被辞退也不行领不到的,1726379377,1671750402976273920,1048576,2024-09-15,05:49:37
127,1671750203268546304,168187,1,25,16777215,b19fbbde,我被辞退根本领不到失业保险,1726379354,1671750203268546304,1048576,2024-09-15,05:49:14
128,1671746206029596160,13565,1,25,16777215,c926c99,声音怎么回事？,1726378877,1671746206029596160,1048580,2024-09-15,05:41:17
129,1671743453954465792,47548,1,25,16777215,104034b1,我们是单边12%啊,1726378549,1671743453954465792,1048576,2024-09-15,05:35:49
130,1671740007418975232,36142,1,25,16777215,800d8120,公积金是12%,1726378138,1671740007418975232,1048576,2024-09-15,05:28:58
131,1671734154074711552,27794,1,25,16777215,c5185663,？,1726377440,1671734154074711552,1048576,2024-09-15,05:17:20
132,1671726370059383040,97361,1,25,16777215,c83fe87f,感觉还是以前那个声音好听。,1726376512,1671726370059383040,1048576,2024-09-15,05:01:52
133,1671723840071985408,129449,1,25,16777215,d15f0e37,还有企业年金,1726376211,1671723840071985408,1048576,2024-09-15,04:56:51
134,1671722139726301440,108637,1,25,16777215,1b2b016a,公积金很难取一般不给取,1726376008,1671722139726301440,1048576,2024-09-15,04:53:28
135,1671720330664246016,161639,1,25,16777215,5f33f6e4,放心，领不到的，因为公司会让你自己提出辞职,1726375792,1671720330664246016,1048576,2024-09-15,04:49:52
136,1671711936678761728,89023,1,25,16777215,89221bf4,什么动静,1726374792,1671711936678761728,1048592,2024-09-15,04:33:12
137,1671711833247633664,66159,1,25,16777215,354768fc,听得难受死了。没欲望听下去了,1726374779,1671711833247633664,1048576,2024-09-15,04:32:59
138,1671708945988788736,88645,1,25,16777215,f40d7b60,混知的配音辞职了？,1726374435,1671708945988788736,1048576,2024-09-15,04:27:15
139,1671704585851029504,162783,1,25,16777215,3aa14704,并不是，前提是公司倒闭这种，你自己辞职或者被辞退根本领不到失业保险,1726373916,1671704585851029504,1048576,2024-09-15,04:18:36
140,1671703731748080896,14,5,25,16777215,c398beec,砖掷不明白,1726373814,1671703731748080896,1048576,2024-09-15,04:16:54
141,1671700637005443840,49849,1,25,16777215,4c411380,这啥口音，听着好难受,1726373445,1671700637005443840,1048576,2024-09-15,04:10:45
142,1671700006735898112,44499,1,25,16777215,65a16c17,不喜欢听这个语音包.感觉听着喘不上气,1726373370,1671700006735898112,1048576,2024-09-15,04:09:30
143,1671699873315571968,220499,1,25,16777215,bd7f0779,没有,1726373354,1671699873315571968,1048576,2024-09-15,04:09:14
144,1671697573285461504,36083,1,25,16777215,ce31e8d4,声音,1726373080,1671697573285461504,1048576,2024-09-15,04:04:40
145,1671697496529186816,26770,1,25,16777215,ce31e8d4,水印怎么回事？！,1726373070,1671697496529186816,1048576,2024-09-15,04:04:30
146,1674878699357278464,52591,1,25,16777215,c92144a2,前面的，不是所有公司都是单边12%,1726752299,1674878699357278464,1048576,2024-09-19,13:24:59
147,1674111907588101632,222691,1,25,16777215,bfd96f7c,完全没有，首先，你要有正常公司的工作,1726660891,1674111907588101632,1048576,2024-09-18,12:01:31
148,1674110732830629632,39205,1,25,16777215,bfd96f7c,假设，我们都有公积金,1726660751,1674110732830629632,1048576,2024-09-18,11:59:11
149,1674077866935111168,28563,1,25,16777215,b9b39f46,逆天混知,1726656833,1674077866935111168,1048576,2024-09-18,10:53:53
150,1674068041542976512,165743,5,25,15138834,ea6d820a,我领到了交了四年，领了九个月。也有同事领满两年的,1726655661,1674068041542976512,1048576,2024-09-18,10:34:21
151,1673957330355762176,38640,1,25,16777215,1528bf2f,其实都是打工人的,1726642464,1673957330355762176,1048576,2024-09-18,06:54:24
152,1673893075338142976,107602,1,25,16777215,83487379,劝退音,1726634804,1673893075338142976,1048576,2024-09-18,04:46:44
153,1673872180909289984,137996,1,25,16777215,1e004878,这配音听着难受,1726632313,1673872180909289984,1048576,2024-09-18,04:05:13
154,1673382439017935360,17576,1,25,16777215,c5c0995c,AI,1726573931,1673382439017935360,1048576,2024-09-17,11:52:11
155,1673198785402185984,175490,1,25,16777215,42d4086,双方协商一致也可以，公司也不用赔钱，这样最好，也能领失业金,1726552038,1673198785402185984,1048576,2024-09-17,05:47:18
156,1673081510019844608,78323,1,25,16777215,1d24c745,听着配音，大喘气啊！！累死了,1726538058,1673081510019844608,1048576,2024-09-17,01:54:18
157,1672538991771576320,50219,1,25,16777215,102346b6,测试AI来的吧这是。。。,1726473384,1672538991771576320,1048576,2024-09-16,07:56:24
158,1672346824582909440,15997,1,25,16777215,f7e23028,这声音好像是用AI的，他说话的语气我感觉特别难受,1726450476,1672346824582909440,1048576,2024-09-16,01:34:36
159,1672079798581091584,38994,5,25,16777215,5a83b297,不是官号发的还以为是营销号,1726418644,1672079798581091584,1048576,2024-09-15,16:44:04
160,1671982637251856384,219395,1,25,16777215,831da58,笑死根本没有五险一金,1726407062,1671982637251856384,1048576,2024-09-15,13:31:02
161,1671980165574055168,118353,1,25,16777215,3b50f256,没有公积金，wow,1726406767,1671980165574055168,1048576,2024-09-15,13:26:07
162,1671963780348822016,180288,1,25,16777215,8f99e873,那我嘎了呢,1726404814,1671963780348822016,1048576,2024-09-15,12:53:34
163,1671936818548881152,103756,1,25,16777215,1acedc00,愤怒的科普～～～～～,1726401600,1671936818548881152,1048576,2024-09-15,12:00:00
164,1671923213535816704,100699,1,25,16777215,fc783bec,劝退音,1726399978,1671923213535816704,1048576,2024-09-15,11:32:58
165,1671900506287005696,220048,1,25,16777215,8c9a5952,更没安全感了 ,1726397271,1671900506287005696,1048576,2024-09-15,10:47:51
166,1671895203771900160,44276,1,25,16777215,26eca978,正常点声音呗,1726396639,1671895203771900160,1048576,2024-09-15,10:37:19
167,1671782071447679232,27139,5,25,16777215,6e1696f3,好激昂的AI配音,1726383153,1671782071447679232,1048576,2024-09-15,06:52:33
168,1671781998450521600,45577,1,25,16777215,3b8d4f1d,好热血啊！！,1726383144,1671781998450521600,1048576,2024-09-15,06:52:24
169,1671781839729191168,21979,1,25,16777215,6e1696f3,好激昂的AI配音,1726383125,1671781839729191168,1048576,2024-09-15,06:52:05
170,1671756039483265792,22755,1,25,16777215,fccbd196,被你这个配音劝退了,1726380049,1671756039483265792,1048576,2024-09-15,06:00:49
171,1671750402976273920,176581,1,25,16777215,b19fbbde,被辞退也不行领不到的,1726379377,1671750402976273920,1048576,2024-09-15,05:49:37
172,1671750203268546304,168187,1,25,16777215,b19fbbde,我被辞退根本领不到失业保险,1726379354,1671750203268546304,1048576,2024-09-15,05:49:14
173,1671746206029596160,13565,1,25,16777215,c926c99,声音怎么回事？,1726378877,1671746206029596160,1048580,2024-09-15,05:41:17
174,1671743453954465792,47548,1,25,16777215,104034b1,我们是单边12%啊,1726378549,1671743453954465792,1048576,2024-09-15,05:35:49
175,1671740007418975232,36142,1,25,16777215,800d8120,公积金是12%,1726378138,1671740007418975232,1048576,2024-09-15,05:28:58
176,1671734154074711552,27794,1,25,16777215,c5185663,？,1726377440,1671734154074711552,1048576,2024-09-15,05:17:20
177,1671726370059383040,97361,1,25,16777215,c83fe87f,感觉还是以前那个声音好听。,1726376512,1671726370059383040,1048576,2024-09-15,05:01:52
178,1671723840071985408,129449,1,25,16777215,d15f0e37,还有企业年金,1726376211,1671723840071985408,1048576,2024-09-15,04:56:51
179,1671722139726301440,108637,1,25,16777215,1b2b016a,公积金很难取一般不给取,1726376008,1671722139726301440,1048576,2024-09-15,04:53:28
180,1671720330664246016,161639,1,25,16777215,5f33f6e4,放心，领不到的，因为公司会让你自己提出辞职,1726375792,1671720330664246016,1048576,2024-09-15,04:49:52
181,1671711936678761728,89023,1,25,16777215,89221bf4,什么动静,1726374792,1671711936678761728,1048592,2024-09-15,04:33:12
182,1671711833247633664,66159,1,25,16777215,354768fc,听得难受死了。没欲望听下去了,1726374779,1671711833247633664,1048576,2024-09-15,04:32:59
183,1671708945988788736,88645,1,25,16777215,f40d7b60,混知的配音辞职了？,1726374435,1671708945988788736,1048576,2024-09-15,04:27:15
184,1671704585851029504,162783,1,25,16777215,3aa14704,并不是，前提是公司倒闭这种，你自己辞职或者被辞退根本领不到失业保险,1726373916,1671704585851029504,1048576,2024-09-15,04:18:36
185,1671703731748080896,14,5,25,16777215,c398beec,砖掷不明白,1726373814,1671703731748080896,1048576,2024-09-15,04:16:54
186,1671700637005443840,49849,1,25,16777215,4c411380,这啥口音，听着好难受,1726373445,1671700637005443840,1048576,2024-09-15,04:10:45
187,1671700006735898112,44499,1,25,16777215,65a16c17,不喜欢听这个语音包.感觉听着喘不上气,1726373370,1671700006735898112,1048576,2024-09-15,04:09:30
188,1671699873315571968,220499,1,25,16777215,bd7f0779,没有,1726373354,1671699873315571968,1048576,2024-09-15,04:09:14
189,1671697573285461504,36083,1,25,16777215,ce31e8d4,声音,1726373080,1671697573285461504,1048576,2024-09-15,04:04:40
190,1671697496529186816,26770,1,25,16777215,ce31e8d4,水印怎么回事？！,1726373070,1671697496529186816,1048576,2024-09-15,04:04:30
191,1674878699357278464,52591,1,25,16777215,c92144a2,前面的，不是所有公司都是单边12%,1726752299,1674878699357278464,1048576,2024-09-19,13:24:59
192,1674111907588101632,222691,1,25,16777215,bfd96f7c,完全没有，首先，你要有正常公司的工作,1726660891,1674111907588101632,1048576,2024-09-18,12:01:31
193,1674110732830629632,39205,1,25,16777215,bfd96f7c,假设，我们都有公积金,1726660751,1674110732830629632,1048576,2024-09-18,11:59:11
194,1674077866935111168,28563,1,25,16777215,b9b39f46,逆天混知,1726656833,1674077866935111168,1048576,2024-09-18,10:53:53
195,1674068041542976512,165743,5,25,15138834,ea6d820a,我领到了交了四年，领了九个月。也有同事领满两年的,1726655661,1674068041542976512,1048576,2024-09-18,10:34:21
196,1673957330355762176,38640,1,25,16777215,1528bf2f,其实都是打工人的,1726642464,1673957330355762176,1048576,2024-09-18,06:54:24
197,1673893075338142976,107602,1,25,16777215,83487379,劝退音,1726634804,1673893075338142976,1048576,2024-09-18,04:46:44
198,1673872180909289984,137996,1,25,16777215,1e004878,这配音听着难受,1726632313,1673872180909289984,1048576,2024-09-18,04:05:13
199,1673382439017935360,17576,1,25,16777215,c5c0995c,AI,1726573931,1673382439017935360,1048576,2024-09-17,11:52:11
200,1673198785402185984,175490,1,25,16777215,42d4086,双方协商一致也可以，公司也不用赔钱，这样最好，也能领失业金,1726552038,1673198785402185984,1048576,2024-09-17,05:47:18
